R_fighter,B_fighter,B_current_lose_streak,B_current_win_streak,B_draw,B_total_rounds_fought,B_total_time_fought(seconds),B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Stance,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_current_lose_streak,R_current_win_streak,R_draw,R_total_rounds_fought,R_total_time_fought(seconds),R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Stance,R_Height_cms,R_Reach_cms,R_Weight_lbs,B_age,R_age,Winner
David Loiseau,Charles McCarthy,0,0,0,0,,0,0,0,0,0,0,0,0,Orthodox,177.8,180.34,185,0,1,0,5,478.3333333,0,0,0,0,1,0,1,2,Orthodox,182.88,193.04,185,24,25,0
Nick Diaz,Koji Oishi,1,0,0,3,900,0,0,0,0,0,0,0,0,Orthodox,172.72,,170,0,1,0,9,573.75,0,0,0,0,2,1,0,3,Southpaw,185.42,193.04,185,28,21,0
Chuck Liddell,Randy Couture,0,1,0,36,794.3846154,11,1,0,2,5,1,1,10,Orthodox,185.42,190.5,205,0,2,0,23,572.3333333,1,0,0,5,4,0,1,10,Orthodox,187.96,193.04,205,41,35,0
Renato Sobral,Travis Wiuff,1,0,0,1,250,0,0,0,0,0,0,0,0,Orthodox,190.5,,205,1,0,0,10,718.75,0,1,0,1,0,0,0,2,Orthodox,185.42,190.5,205,27,29,0
Matt Hughes,Frank Trigg,0,2,0,4,306.6666667,1,0,0,0,2,0,0,2,Southpaw,175.26,180.34,170,0,2,0,27,607.5833333,8,0,0,3,3,2,2,10,Switch,175.26,185.42,170,32,31,0
Matt Lindland,Travis Lutter,0,1,0,2,333,0,0,0,0,1,0,0,1,Orthodox,180.34,190.5,185,1,0,0,22,562.4,1,1,0,2,3,0,0,7,Southpaw,182.88,187.96,185,31,34,0
Georges St-Pierre,Jason Miller,0,0,0,0,,0,0,0,0,0,0,0,0,Orthodox,185.42,182.88,185,1,0,0,5,433.6666667,1,0,0,1,1,0,0,2,Orthodox,180.34,193.04,185,24,23,0
Ivan Salaverry,Joe Riggs,0,1,0,2,519,0,0,0,0,1,0,0,1,Southpaw,182.88,177.8,185,0,1,0,7,581,0,0,0,0,1,1,0,2,Orthodox,182.88,,185,22,34,0
Joe Doerksen,Patrick Cote,1,0,0,3,900,0,0,0,0,0,0,0,0,Orthodox,180.34,180.34,170,1,0,0,2,519,0,0,0,0,0,0,0,0,Orthodox,182.88,190.5,185,25,27,0
Mike van Arsdale,John Marsh,0,0,0,0,,0,0,0,0,0,0,0,0,Orthodox,182.88,,265,0,1,0,1,661,0,0,0,0,0,1,0,1,Switch,187.96,,205,34,39,0
Rich Franklin,Ken Shamrock,0,1,0,18,558,1,0,0,0,2,5,0,7,Orthodox,185.42,182.88,205,0,3,0,5,414.3333333,0,0,0,0,2,1,0,3,Southpaw,185.42,190.5,185,41,30,0
Forrest Griffin,Stephan Bonnar,0,0,0,0,,0,0,0,0,0,0,0,0,Orthodox,193.04,198.12,205,0,0,0,0,,0,0,0,0,0,0,0,0,Orthodox,190.5,195.58,205,28,26,0
Diego Sanchez,Kenny Florian,0,0,0,0,,0,0,0,0,0,0,0,0,Southpaw,177.8,187.96,145,0,0,0,0,,0,0,0,0,0,0,0,0,Southpaw,177.8,182.88,170,28,23,0
Sam Hoger,Bobby Southworth,0,0,0,0,,0,0,0,0,0,0,0,0,Orthodox,187.96,,205,0,0,0,0,,0,0,0,0,0,0,0,0,Orthodox,187.96,,205,35,24,0
Chris Leben,Jason Thacker,0,0,0,0,,0,0,0,0,0,0,0,0,Orthodox,177.8,,185,0,0,0,0,,0,0,0,0,0,0,0,0,Southpaw,180.34,187.96,185,29,24,0
Josh Koscheck,Chris Sanford,0,0,0,0,,0,0,0,0,0,0,0,0,Orthodox,180.34,,185,0,0,0,0,,0,0,0,0,0,0,0,0,Orthodox,177.8,185.42,170,37,27,0
Nate Quarry,Lodune Sincaid,0,0,0,0,,0,0,0,0,0,0,0,0,Orthodox,175.26,,185,0,0,0,0,,0,0,0,0,0,0,0,0,Open Stance,182.88,182.88,185,31,33,0
Mike Swick,Alex Schoenauer,0,0,0,0,,0,0,0,0,0,0,0,0,Orthodox,190.5,,185,0,0,0,0,,0,0,0,0,0,0,0,0,Orthodox,185.42,195.58,170,28,25,0
Alex Karalexis,Josh Rafferty,0,0,0,0,,0,0,0,0,0,0,0,0,Orthodox,182.88,,170,0,0,0,0,,0,0,0,0,0,0,0,0,Orthodox,172.72,167.64,155,24,27,0
Tito Ortiz,Vitor Belfort,1,0,0,14,287.1,3,0,0,0,5,1,1,7,Southpaw,182.88,187.96,185,0,1,0,35,699.5714286,9,0,0,3,5,1,1,10,Orthodox,190.5,187.96,205,27,30,0
Pete Sell,Phil Baroni,3,0,0,14,539.8571429,0,0,0,1,2,0,0,3,Orthodox,175.26,182.88,170,0,0,0,0,,0,0,0,0,0,0,0,0,Orthodox,180.34,190.5,170,28,22,0
Andrei Arlovski,Tim Sylvia,1,0,0,5,189,3,0,0,0,3,0,0,3,Orthodox,203.2,203.2,265,0,3,0,11,335.8333333,0,0,0,0,3,1,0,4,Orthodox,190.5,195.58,240,28,26,0
Evan Tanner,David Terrell,0,1,0,1,24,0,0,0,0,1,0,0,1,Southpaw,185.42,,185,0,3,0,16,350,1,0,0,2,3,3,1,9,Orthodox,182.88,187.96,185,27,33,0
Paul Buentello,Justin Eilers,0,1,0,1,74,0,0,0,0,1,0,0,1,Orthodox,185.42,,235,0,0,0,0,,0,0,0,0,0,0,0,0,Orthodox,187.96,195.58,245,26,31,0
Mike Kyle,James Irvin,0,0,0,0,,0,0,0,0,0,0,0,0,Orthodox,187.96,190.5,205,1,0,0,2,186.5,0,0,0,0,1,0,0,1,Orthodox,193.04,195.58,205,26,24,0
David Loiseau,Gideon Ray,0,0,0,0,,0,0,0,0,0,0,0,0,Southpaw,177.8,,185,1,0,0,4,567.5,0,0,0,0,1,0,0,1,Orthodox,182.88,193.04,185,31,25,0
Karo Parisyan,Chris Lytle,0,2,0,9,573,0,0,0,0,0,2,0,2,Orthodox,180.34,172.72,170,0,1,0,7,677.3333333,0,0,1,0,0,1,0,2,Orthodox,177.8,182.88,170,30,22,0
Nick Diaz,Drew Fickett,0,0,0,0,,0,0,0,0,0,0,0,0,Orthodox,177.8,177.8,155,1,0,0,8,671.6666667,0,0,0,0,1,1,0,2,Southpaw,185.42,193.04,185,25,21,0
Tito Ortiz,Patrick Cote,0,0,0,0,,0,0,0,0,0,0,0,0,Orthodox,180.34,180.34,170,2,0,0,32,684.1538462,9,0,0,2,5,1,1,9,Orthodox,190.5,187.96,205,24,29,0
Rich Franklin,Jorge Rivera,1,0,0,4,502.5,0,0,0,1,0,0,0,1,Orthodox,185.42,185.42,185,0,2,0,2,187.5,0,0,0,0,2,0,0,2,Southpaw,185.42,190.5,185,32,30,0
Matt Hughes,Georges St-Pierre,0,2,0,4,501,0,0,0,1,1,0,0,2,Orthodox,180.34,193.04,185,0,1,0,26,635.6363636,7,0,0,3,3,1,2,9,Switch,175.26,185.42,170,23,31,0
Frank Trigg,Renato Verissimo,1,0,0,6,900,0,0,0,1,0,0,0,1,Orthodox,185.42,,170,0,1,0,2,244.5,1,0,0,0,1,0,0,1,Southpaw,175.26,180.34,170,31,32,0
Evan Tanner,Robbie Lawler,1,0,0,13,509.1666667,0,0,0,2,2,0,0,4,Southpaw,180.34,187.96,170,0,2,0,15,370.8,1,0,0,2,3,2,1,8,Orthodox,182.88,187.96,185,22,33,0
Ivan Salaverry,Tony Fryklund,0,1,0,4,216.3333333,1,0,0,0,1,1,0,2,Orthodox,182.88,,185,1,0,0,6,823.5,0,0,0,0,1,0,0,1,Orthodox,182.88,,185,33,33,0
Travis Lutter,Marvin Eastman,1,0,0,1,67,0,0,0,0,0,0,0,0,Orthodox,175.26,185.42,185,0,0,0,0,,0,0,0,0,0,0,0,0,Orthodox,180.34,190.5,185,33,31,0
Randy Couture,Vitor Belfort,0,2,0,11,219,2,0,0,0,5,1,1,7,Southpaw,182.88,187.96,185,1,0,0,33,785.5833333,10,1,0,2,5,1,0,9,Orthodox,185.42,190.5,205,27,41,0
Joe Riggs,Joe Doerksen,0,0,0,0,,0,0,0,0,0,0,0,0,Orthodox,182.88,190.5,185,0,0,0,0,,0,0,0,0,0,0,0,0,Southpaw,182.88,177.8,185,26,21,0
Chuck Liddell,Vernon White,1,0,0,3,900,0,0,0,0,0,0,0,0,Southpaw,182.88,,205,0,1,0,22,602.0909091,1,0,0,5,3,0,1,9,Orthodox,187.96,193.04,205,32,34,0
David Terrell,Matt Lindland,0,1,0,21,622.2222222,1,1,0,2,3,0,0,7,Southpaw,182.88,187.96,185,0,0,0,0,,0,0,0,0,0,0,0,0,Southpaw,185.42,,185,34,26,0
Justin Eilers,Mike Kyle,0,1,0,1,299,0,0,0,0,1,0,0,1,Orthodox,193.04,195.58,205,0,0,0,0,,0,0,0,0,0,0,0,0,Orthodox,185.42,,235,24,26,0
Chris Lytle,Ronald Jhun,0,0,0,0,,0,0,0,0,0,0,0,0,Orthodox,180.34,,170,0,1,0,7,638.3333333,0,0,0,0,0,1,0,1,Orthodox,180.34,172.72,170,33,30,0
Karo Parisyan,Nick Diaz,0,2,0,5,557.5,0,0,0,0,1,1,0,2,Southpaw,185.42,193.04,185,1,0,0,4,566,0,0,0,0,0,1,0,1,Orthodox,177.8,182.88,170,21,21,0
Yves Edwards,Josh Thomson,0,2,0,4,532.5,0,1,0,0,1,0,0,2,Orthodox,177.8,180.34,155,0,5,0,18,708.5714286,0,0,1,1,2,1,0,5,Southpaw,175.26,185.42,155,25,27,0
Ken Shamrock,Kimo Leopoldo,0,1,0,6,422.2,0,0,0,0,1,1,0,2,Orthodox,190.5,,235,1,0,0,17,600.9090909,1,0,0,0,1,5,0,6,Orthodox,185.42,182.88,205,36,40,0
Frank Trigg,Dennis Hallman,1,0,0,6,760,1,0,0,0,0,1,0,1,Orthodox,175.26,182.88,155,1,0,0,1,234,1,0,0,0,0,0,0,0,Southpaw,175.26,180.34,170,28,32,0
Frank Mir,Tim Sylvia,0,3,0,4,235.3333333,2,0,0,0,3,0,0,3,Orthodox,203.2,203.2,265,0,3,0,7,194.6666667,0,0,0,0,1,3,0,5,Southpaw,190.5,200.66,264,28,25,0
Matt Hughes,Renato Verissimo,0,1,0,3,900,0,0,0,1,0,0,0,1,Orthodox,185.42,,170,1,0,0,23,609.2,7,0,0,2,3,1,2,8,Switch,175.26,185.42,170,30,30,0
Evan Tanner,Phil Baroni,2,0,0,11,479.8333333,0,0,0,1,2,0,0,3,Orthodox,175.26,182.88,170,0,1,0,12,312,1,0,0,1,3,2,1,7,Orthodox,182.88,187.96,185,28,33,0
Matt Serra,Ivan Menjivar,0,0,0,0,,0,0,0,0,0,0,0,0,Orthodox,167.64,162.56,145,0,1,0,16,778.1666667,0,1,0,1,0,1,0,3,Orthodox,167.64,172.72,170,22,30,0
Georges St-Pierre,Jay Hieron,0,0,0,0,,0,0,0,0,0,0,0,0,Orthodox,182.88,190.5,170,0,1,0,3,900,0,0,0,1,0,0,0,1,Orthodox,180.34,193.04,185,27,23,0
Trevor Prangley,Curtis Stout,1,0,0,2,600,0,0,0,0,0,0,0,0,Southpaw,185.42,,185,0,0,0,0,,0,0,0,0,0,0,0,0,Orthodox,185.42,190.5,185,30,31,0
Chuck Liddell,Tito Ortiz,1,0,0,30,713,9,0,0,2,5,1,1,9,Orthodox,190.5,187.96,205,1,0,0,20,628.5,1,0,0,5,2,0,1,8,Orthodox,187.96,193.04,205,29,34,0
Chris Lytle,Tiki Ghosn,3,0,0,5,355,0,0,0,0,0,0,0,0,Orthodox,177.8,,170,2,0,0,5,750,0,0,0,0,0,0,0,0,Orthodox,180.34,172.72,170,27,29,0
Yves Edwards,Hermes Franca,1,0,0,8,755.3333333,0,0,0,1,1,0,0,2,Orthodox,167.64,180.34,155,0,4,0,15,676.6666667,0,0,0,1,2,1,0,4,Southpaw,175.26,185.42,155,29,27,0
Andrei Arlovski,Wesley Correira,0,2,0,5,314.3333333,0,0,0,0,1,0,1,2,Orthodox,190.5,,260,0,2,0,9,328,0,0,0,0,2,1,0,3,Orthodox,190.5,195.58,240,25,25,0
Nick Diaz,Robbie Lawler,0,1,0,11,532.8,0,0,0,2,2,0,0,4,Southpaw,180.34,187.96,170,0,1,0,3,724,0,0,0,0,0,1,0,1,Southpaw,185.42,193.04,185,22,20,0
Mike Kyle,Wes Sims,2,0,0,3,368,0,0,0,0,0,0,0,0,Orthodox,208.28,,260,0,0,0,0,,0,0,0,0,0,0,0,0,Orthodox,193.04,195.58,205,24,24,0
Jonathan Wiezorek,Wade Shipp,0,0,0,0,,0,0,0,0,0,0,0,0,Orthodox,190.5,,245,0,0,0,0,,0,0,0,0,0,0,0,0,Southpaw,190.5,,250,29,26,0
Genki Sudo,Mike Brown,0,0,0,0,,0,0,0,0,0,0,0,0,Orthodox,167.64,177.8,145,1,0,0,5,649,0,0,0,0,0,1,0,1,Orthodox,175.26,,155,28,26,0
Vitor Belfort,Randy Couture,0,2,0,32,852.5454545,9,1,0,2,5,1,0,9,Orthodox,185.42,190.5,205,0,1,0,10,240.25,1,0,0,0,5,1,0,6,Southpaw,182.88,187.96,185,40,26,0
Renato Verissimo,Carlos Newton,0,1,0,13,555.1666667,4,0,0,0,0,3,0,3,Orthodox,175.26,,170,0,0,0,0,,0,0,0,0,0,0,0,0,Orthodox,185.42,,170,27,30,0
BJ Penn,Matt Hughes,0,6,0,22,645.8888889,6,0,0,2,3,1,2,8,Switch,175.26,185.42,170,1,0,0,18,696.1428571,2,0,0,1,4,0,0,5,Orthodox,175.26,177.8,155,30,25,0
Frank Mir,Wes Sims,1,0,0,1,175,0,0,0,0,0,0,0,0,Orthodox,208.28,,260,0,2,0,5,121.4,0,0,0,0,0,3,0,4,Southpaw,190.5,200.66,264,24,24,0
Lee Murray,Jorge Rivera,0,1,0,3,900,0,0,0,1,0,0,0,1,Orthodox,185.42,185.42,185,0,0,0,0,,0,0,0,0,0,0,0,0,Orthodox,190.5,,185,31,26,0
Georges St-Pierre,Karo Parisyan,0,1,0,1,232,0,0,0,0,0,1,0,1,Orthodox,177.8,182.88,170,0,0,0,0,,0,0,0,0,0,0,0,0,Orthodox,180.34,193.04,185,21,22,0
Josh Thomson,Hermes Franca,0,2,0,5,683,0,0,0,1,1,0,0,2,Orthodox,167.64,180.34,155,0,1,0,1,165,0,0,0,0,1,0,0,1,Orthodox,177.8,180.34,155,29,25,0
Matt Serra,Jeff Curran,0,0,0,0,,0,0,0,0,0,0,0,0,Orthodox,167.64,175.26,135,2,0,0,13,753.8,0,1,0,0,0,1,0,2,Orthodox,167.64,172.72,170,26,29,0
